,Name,Text,Time
85,President Biden,Today's historic investment in the Northeast Corridor brings America one step closer to 21st Century rail system. https://t.co/rq6uEvjeTR,2023-11-06 19:32:06+00:00
86,Joe Biden,"RT @POTUS: To the people of Maine:

We mourn with you.
We pray with you.
And we will be with you every step of the way. https://t.co/BCLgM8c94W",2023-11-06 00:23:21+00:00
87,President Biden,"To the people of Maine:

We mourn with you.
We pray with you.
And we will be with you every step of the way. https://t.co/BCLgM8c94W",2023-11-05 22:01:23+00:00
88,Joe Biden,"Whether it's protecting a woman's right to make her own health care decisions, defending voting rights, or standing up for common sense gun safety laws, so much is on the line in Virginia.

Let's keep Virginia and our country moving forward: https://t.co/rqHXR7xuqW. https://t.co/XT9GKxyfXa",2023-11-04 22:27:05+00:00
89,Joe Biden,"The unemployment rate has been below 4% for 21 months in a row, the longest stretch in more than 50 years. 

American workers have achieved these gains while inflation has fallen by 60%, and core inflation is at its lowest level in two years—defying projections.",2023-11-04 22:27:00+00:00
90,Joe Biden,"Too many Americans have lost loved ones or survived the trauma of gun violence.

I know consensus is possible. It's about common sense and reasonable, responsible gun safety measures to protect our children, our families, and our communities.",2023-11-04 20:19:01+00:00
91,Joe Biden,"Bidenomics is about investing in America—including rural America. 

The historic legislation we’ve passed is creating new and better markets and new income streams so that generations of rural Americans can begin to thrive again.",2023-11-04 18:00:05+00:00
92,Joe Biden,"Jill and I met with the survivors and families of the victims of the mass shooting in Lewiston, Maine, who will never quite be the same.

18 precious souls stolen. 13 wounded.
Children. Grandchildren. Spouses.
Siblings. Parents. Grandparents.
Bowling coaches. Union workers.
Beloved members of Lewiston's deaf and hard-of-hearing community.

The way this community and state have come together has been a marvel to the rest of the country.",2023-11-04 14:19:58+00:00
93,Joe Biden,"RT @POTUS: 18 precious souls stolen in Lewiston, Maine.
13 with physical wounds.
Many more with lifelong trauma.

Jill and I traveled today on behalf of the American people to grieve with the community and to make sure they know that they're not alone. https://t.co/BQzQTmYsdz",2023-11-03 22:42:12+00:00
94,President Biden,"18 precious souls stolen in Lewiston, Maine.
13 with physical wounds.
Many more with lifelong trauma.

Jill and I traveled today on behalf of the American people to grieve with the community and to make sure they know that they're not alone. https://t.co/BQzQTmYsdz",2023-11-03 22:28:45+00:00
95,Joe Biden,"Today’s job report shows that Bidenomics is growing the economy from the middle out and bottom up—not the top down. 

The economy has created 14 million jobs since I took office and 150,000 jobs in October. https://t.co/Z28Gy2YxDc",2023-11-03 16:45:08+00:00
96,Joe Biden,"Thanks to the Inflation Reduction Act, coverage on https://t.co/2Ls3d80By6 and the state-based Marketplaces continues to be more affordable and accessible than ever, with Americans saving an average of $800 on their premiums per year.",2023-11-02 19:40:00+00:00
97,Joe Biden,"This week, I announced new funding that will go directly to rural communities. 

We’re investing over $5 billion to fix aging and critical rural infrastructure, install clean energy technologies, help more farmers adopt practices to fight climate change, and more.",2023-11-02 18:00:11+00:00
98,Joe Biden,"RT @POTUS: We can’t stand by while hate against Muslims, and those wrongfully perceived to be Muslim, including Arabs and Sikhs, is given oxygen.

That’s why we're developing a National Strategy to Counter Islamophobia and Related Forms of Hate. 

Silence is complicity. We won't be silent.",2023-11-02 16:07:44+00:00
99,President Biden,"We can’t stand by while hate against Muslims, and those wrongfully perceived to be Muslim, including Arabs and Sikhs, is given oxygen.

That’s why we're developing a National Strategy to Counter Islamophobia and Related Forms of Hate. 

Silence is complicity. We won't be silent.",2023-11-02 14:18:05+00:00
100,Vice President Kamala Harris,"Taking on hate is a national priority.

Today, @POTUS and I are announcing the country's first National Strategy to Counter Islamophobia.

This action is the latest step forward in our work to combat a surge of hate in America. https://t.co/pxZAn7RymY",2023-11-01 21:46:54+00:00
101,Joe Biden,"This week, we are taking an additional action to eliminate junk fees in retirement savings.

The Department of Labor is proposing a new rule that when you pay someone for retirement advice, they must give you advice that’s in your best interest, not whether it gets them the best payday. 

People should be able to trust that when they get advice from a so-called expert, they’re getting real help, not getting ripped off.",2023-11-02 15:03:38+00:00
102,Joe Biden,"Junk fees take real money out of the pockets of Americans. They add up to hundreds of dollars, weighing down family budgets and making it harder to pay the bills.

That’s why we have taken steps to crack down on deceptive junk fees in banking, concerts, health care, and more.",2023-11-01 23:08:01+00:00
103,Joe Biden,"Health care should be a right—not a privilege—for all Americans.

With the beginning of the open enrollment period on https://t.co/Ehx4n5mqQN, we can continue delivering on that fundamental promise. Starting today through January 15, 2024, Americans across the country can gain the peace of mind that comes from having quality, affordable health coverage.",2023-11-01 21:19:21+00:00
